traffic_volume,holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time
3270,0,-5.1661775176640194,0,0,79.25948132091347,Rain,Overcast clouds,2025-01-13 00:00:00
799,0,12.518546812909257,1,0,62.7328935090678,Clouds,Light rain,2025-01-13 01:00:00
1239,0,27.808166444762307,1,0,75.02657639388423,Snow,Overcast clouds,2025-01-13 02:00:00
290,0,7.3785762119491025,1,1,15.20485674244918,Snow,Overcast clouds,2025-01-13 03:00:00
2400,0,23.2455862243609,1,0,45.832359458757544,Clouds,Snow,2025-01-13 04:00:00
1080,1,29.772498039486457,1,0,35.121938734878086,Snow,Light rain,2025-01-13 05:00:00
3075,1,36.358890973972635,1,0,9.37765262570165,Rain,Snow,2025-01-13 06:00:00
1284,0,1.7321040927726763,1,0,48.61304852149241,Snow,Snow,2025-01-13 07:00:00
3427,0,9.965795790465407,0,0,92.07396503426354,Rain,Overcast clouds,2025-01-13 08:00:00
3494,0,-2.3791993334791286,0,1,4.005911905069448,Clouds,Overcast clouds,2025-01-13 09:00:00
227,0,39.62417510791876,1,1,29.14609134937939,Clouds,Light rain,2025-01-13 10:00:00
2165,1,36.35004839621477,1,1,20.754093620570345,Snow,Overcast clouds,2025-01-13 11:00:00
1916,0,16.99785651402798,1,0,23.81466536656963,Rain,Overcast clouds,2025-01-13 12:00:00
669,1,32.10166471882106,0,1,90.84345518793752,Snow,Light rain,2025-01-13 13:00:00
1995,1,16.04789886360211,0,1,46.806905423429015,Clear,Overcast clouds,2025-01-13 14:00:00
2833,0,21.179284400137984,1,1,46.62994129398188,Clear,Snow,2025-01-13 15:00:00
3963,1,-5.543778394199169,1,0,76.05756424552823,Clear,Light rain,2025-01-13 16:00:00
4821,1,27.763521024840394,0,0,15.44922040049258,Clear,Overcast clouds,2025-01-13 17:00:00
4114,1,-3.6143258182382585,0,1,48.72653541000508,Snow,Clear sky,2025-01-13 18:00:00
3001,1,31.303381512626416,0,1,42.99852141210597,Clear,Light rain,2025-01-13 19:00:00
1786,0,29.101404383519295,0,0,59.69106905466561,Rain,Light rain,2025-01-13 20:00:00
3109,0,25.43723488714882,1,0,99.95577032504386,Clouds,Clear sky,2025-01-13 21:00:00
254,1,-8.191980973761893,0,1,76.9448894082047,Clouds,Overcast clouds,2025-01-13 22:00:00
2637,0,5.15641779726643,0,0,39.78657030174272,Clear,Overcast clouds,2025-01-13 23:00:00
1509,0,3.1556284955421425,1,1,82.75530522740469,Clear,Light rain,2025-01-14 00:00:00
4157,0,8.006820373575955,0,0,17.070836331248017,Clear,Light rain,2025-01-14 01:00:00
884,0,-5.617862661808073,0,1,3.0463686308960125,Snow,Overcast clouds,2025-01-14 02:00:00
3275,0,36.84789115155314,0,1,20.444837246427305,Clouds,Overcast clouds,2025-01-14 03:00:00
4441,1,17.690112035618814,1,0,34.041155611425964,Clear,Snow,2025-01-14 04:00:00
2906,0,5.276215532901178,0,1,51.05807574595599,Rain,Light rain,2025-01-14 05:00:00
637,0,9.849075853714172,1,1,61.51291405411998,Clear,Light rain,2025-01-14 06:00:00
1941,0,12.360127025241784,1,1,91.06057172144217,Clouds,Clear sky,2025-01-14 07:00:00
2555,0,20.029716668030865,0,0,50.98540095504577,Clear,Snow,2025-01-14 08:00:00
624,1,15.783971384824888,0,0,50.127564462572934,Clouds,Overcast clouds,2025-01-14 09:00:00
3050,1,35.96959866072087,0,0,5.024300982298213,Clear,Snow,2025-01-14 10:00:00
4231,1,14.848174145291512,0,1,3.491155265622381,Rain,Overcast clouds,2025-01-14 11:00:00
4880,1,39.607900741165636,1,0,55.11599619163721,Clear,Overcast clouds,2025-01-14 12:00:00
4215,0,32.571247887254785,0,1,43.81786132483445,Rain,Snow,2025-01-14 13:00:00
2468,1,0.4255257178667904,0,1,83.91803949802986,Rain,Light rain,2025-01-14 14:00:00
3947,0,36.52976073219581,0,0,16.067958471184518,Clear,Overcast clouds,2025-01-14 15:00:00
4595,0,-4.181680105726196,1,0,2.49716621170496,Rain,Snow,2025-01-14 16:00:00
2801,0,30.872485424559578,0,1,44.903876793012586,Snow,Clear sky,2025-01-14 17:00:00
1071,0,9.031164673829004,0,1,23.74785567522575,Clear,Snow,2025-01-14 18:00:00
1266,0,33.898716022253474,1,0,4.961437333883745,Clear,Clear sky,2025-01-14 19:00:00
2874,1,33.40283450537252,1,0,72.4598286847629,Rain,Overcast clouds,2025-01-14 20:00:00
2082,1,30.296270005881055,0,0,11.159299995724748,Rain,Snow,2025-01-14 21:00:00
953,1,29.501521815353072,0,1,60.83195000077717,Clear,Snow,2025-01-14 22:00:00
4246,1,5.233956954902039,0,1,28.104975016688915,Snow,Clear sky,2025-01-14 23:00:00
3836,0,-5.954035847437391,0,1,17.3496050355022,Rain,Snow,2025-01-15 00:00:00
3869,1,10.149008938258074,0,1,37.97515229193175,Rain,Snow,2025-01-15 01:00:00
674,0,-1.3237742506745658,1,1,80.14457762229537,Clouds,Overcast clouds,2025-01-15 02:00:00
3361,1,24.747554445123086,1,0,39.20935769045727,Snow,Snow,2025-01-15 03:00:00
1248,0,7.304986326889278,0,0,75.07696492110557,Snow,Light rain,2025-01-15 04:00:00
1815,0,38.78051004299574,0,1,12.548629679915068,Clear,Clear sky,2025-01-15 05:00:00
4877,1,22.0486038672666,1,1,77.27714196650791,Snow,Snow,2025-01-15 06:00:00
3954,0,31.124028181718046,0,0,23.693332490664865,Clear,Clear sky,2025-01-15 07:00:00
2591,0,-3.3737663629075785,0,0,67.73931298888728,Clouds,Clear sky,2025-01-15 08:00:00
2760,1,33.10072411363113,0,0,56.57815548409963,Snow,Clear sky,2025-01-15 09:00:00
3224,0,36.13785952566972,0,0,92.91447172116874,Rain,Snow,2025-01-15 10:00:00
3151,1,14.353095940946794,0,1,38.732251797531404,Clouds,Snow,2025-01-15 11:00:00
104,1,20.312646887548873,1,0,6.616518883444044,Clear,Clear sky,2025-01-15 12:00:00
4969,1,28.24049004514977,0,1,1.9155485551252904,Clouds,Light rain,2025-01-15 13:00:00
976,0,-1.258068636979372,0,0,82.6858560972753,Clear,Clear sky,2025-01-15 14:00:00
1091,0,15.128303823172121,0,0,52.473563766143215,Clouds,Light rain,2025-01-15 15:00:00
4242,0,9.933151388615656,1,0,77.52440518349492,Clear,Clear sky,2025-01-15 16:00:00
4464,1,-2.681300391887545,1,1,23.44256000115147,Snow,Overcast clouds,2025-01-15 17:00:00
4565,0,8.376721114576572,1,1,34.50837455132337,Rain,Clear sky,2025-01-15 18:00:00
735,1,-6.591384530725321,1,0,3.010387221131894,Clear,Clear sky,2025-01-15 19:00:00
1793,1,-8.70940465252565,0,1,96.14923245741122,Clouds,Snow,2025-01-15 20:00:00
1782,0,-3.241685542258862,1,1,66.78679067008134,Clear,Light rain,2025-01-15 21:00:00
4852,1,38.15575557945869,0,0,93.32050877593062,Clear,Overcast clouds,2025-01-15 22:00:00
219,0,17.476476794750848,0,0,26.549640742907233,Clear,Light rain,2025-01-15 23:00:00
930,0,38.291108057661,1,1,61.146361122566084,Clouds,Overcast clouds,2025-01-16 00:00:00
3775,0,11.6248939165066,1,1,67.84999682926379,Rain,Clear sky,2025-01-16 01:00:00
1469,0,5.590806654262979,1,1,31.754970025758844,Snow,Snow,2025-01-16 02:00:00
840,0,15.307093142012206,1,0,84.81092350156301,Rain,Snow,2025-01-16 03:00:00
216,1,11.975584431645505,1,0,94.71614629002478,Clear,Light rain,2025-01-16 04:00:00
2938,1,-4.716765786912804,0,1,88.48551176960044,Clouds,Snow,2025-01-16 05:00:00
1250,1,22.041315734510313,1,0,73.90669759393725,Rain,Light rain,2025-01-16 06:00:00
2031,0,0.8019091254799804,1,0,27.746467972495402,Clear,Light rain,2025-01-16 07:00:00
1112,0,20.97939774489148,1,1,28.161604210563173,Snow,Overcast clouds,2025-01-16 08:00:00
1764,0,22.51005461990767,0,1,96.3360320446038,Snow,Light rain,2025-01-16 09:00:00
1181,1,-2.3987573435675946,1,0,1.0284495935692028,Snow,Overcast clouds,2025-01-16 10:00:00
4829,0,-6.932518644466592,0,0,71.60499732421445,Clear,Snow,2025-01-16 11:00:00
612,1,29.038079303421988,1,1,70.62461625552622,Clouds,Light rain,2025-01-16 12:00:00
2949,1,12.99002118846601,1,0,62.26895409497975,Rain,Light rain,2025-01-16 13:00:00
659,0,-7.091810224726211,0,0,99.01088460868658,Snow,Clear sky,2025-01-16 14:00:00
3772,0,39.74331585848836,1,1,31.187943576372522,Clear,Light rain,2025-01-16 15:00:00
4683,1,-7.110971950181668,0,1,33.997186379324816,Clear,Light rain,2025-01-16 16:00:00
3443,0,24.75176144292766,0,0,7.893940294655555,Rain,Clear sky,2025-01-16 17:00:00
4170,1,39.18394626317068,0,0,44.27981365437375,Snow,Clear sky,2025-01-16 18:00:00
4899,0,1.9590052107962812,1,0,26.10485262348481,Clear,Snow,2025-01-16 19:00:00
1570,0,-2.8875315656401916,1,1,34.338670217764424,Rain,Light rain,2025-01-16 20:00:00
680,1,-3.9307530288785557,1,0,83.45717902556277,Clouds,Snow,2025-01-16 21:00:00
2394,0,5.163757378379778,0,0,93.54845135274957,Clouds,Snow,2025-01-16 22:00:00
3247,1,-4.947709449467665,1,1,18.573307200518563,Clouds,Clear sky,2025-01-16 23:00:00
4349,0,24.608067084706597,0,1,37.25089315534659,Snow,Overcast clouds,2025-01-17 00:00:00
1779,1,-6.885410093496866,1,0,92.8630562115394,Rain,Snow,2025-01-17 01:00:00
3606,1,15.471106407489486,0,1,6.180846068922263,Rain,Overcast clouds,2025-01-17 02:00:00
2844,0,39.83484269264884,0,1,9.236052811137851,Clear,Light rain,2025-01-17 03:00:00
3456,1,30.698513475300942,0,0,16.279098920622936,Clear,Clear sky,2025-01-17 04:00:00
4145,0,20.760971911550545,1,1,59.521283412687474,Clear,Light rain,2025-01-17 05:00:00
1343,0,5.312681039330583,0,1,15.047227100599747,Rain,Light rain,2025-01-17 06:00:00
3218,0,21.194791814581922,0,0,96.80763814507335,Clear,Clear sky,2025-01-17 07:00:00
2241,1,16.35207319558258,0,1,44.671452725852035,Rain,Light rain,2025-01-17 08:00:00
3159,1,11.304169194518575,0,0,50.15179603501664,Rain,Clear sky,2025-01-17 09:00:00
4648,0,-3.464481162990026,0,0,24.66586158054065,Clouds,Overcast clouds,2025-01-17 10:00:00
3059,0,34.330210762023334,0,1,47.09602524347335,Clear,Light rain,2025-01-17 11:00:00
2365,1,12.489232441066125,1,1,66.19136326370115,Clouds,Clear sky,2025-01-17 12:00:00
2579,0,-0.2688744089617465,1,1,75.11771369540428,Snow,Snow,2025-01-17 13:00:00
4746,0,8.38796754386448,0,0,75.3868082709913,Snow,Light rain,2025-01-17 14:00:00
1735,1,10.70648762644635,1,1,57.789111269408835,Snow,Overcast clouds,2025-01-17 15:00:00
1857,0,31.37689477834371,1,0,90.43597749938573,Rain,Clear sky,2025-01-17 16:00:00
4552,1,26.6807190280701,0,1,81.74078473061094,Rain,Light rain,2025-01-17 17:00:00
2170,0,28.465244682066988,0,1,75.70481146986255,Rain,Light rain,2025-01-17 18:00:00
2949,1,-9.44843677856764,0,1,5.560552168046062,Clear,Light rain,2025-01-17 19:00:00
3351,0,10.807699908988077,1,0,0.6877962219649314,Clouds,Overcast clouds,2025-01-17 20:00:00
3830,0,14.06720758176618,0,1,21.244727719547296,Rain,Clear sky,2025-01-17 21:00:00
2589,1,-9.040386158847166,1,1,66.35235939134523,Clouds,Snow,2025-01-17 22:00:00
1731,0,2.9906604372517105,0,0,41.119748888254584,Clouds,Snow,2025-01-17 23:00:00
2916,1,28.01449115610675,1,0,40.24062592993117,Clouds,Snow,2025-01-18 00:00:00
1115,0,-3.1445147135500475,0,1,88.45868882296138,Clear,Clear sky,2025-01-18 01:00:00
1448,1,16.765506572629583,0,1,89.55628481318388,Clear,Snow,2025-01-18 02:00:00
4711,1,0.7600936008618753,1,1,90.91752640535857,Snow,Overcast clouds,2025-01-18 03:00:00
3187,1,-9.393961267805336,1,0,31.38780765150273,Snow,Clear sky,2025-01-18 04:00:00
2939,1,2.0600728799770742,1,0,69.10558127392618,Clouds,Light rain,2025-01-18 05:00:00
435,0,38.79368774550269,1,0,27.163318127436963,Snow,Overcast clouds,2025-01-18 06:00:00
4692,0,30.076855594149478,1,0,19.060983307444978,Clouds,Light rain,2025-01-18 07:00:00
995,1,37.97883221605167,1,1,18.463245734736923,Clear,Snow,2025-01-18 08:00:00
3646,1,14.392702196318123,0,0,34.2107620863594,Clear,Overcast clouds,2025-01-18 09:00:00
951,1,-4.5131900661248245,1,0,42.99576197798217,Clear,Clear sky,2025-01-18 10:00:00
1787,0,17.397974448684646,0,0,83.09491710550684,Rain,Overcast clouds,2025-01-18 11:00:00
2031,0,12.718866727998044,0,1,11.98910934727121,Clouds,Light rain,2025-01-18 12:00:00
3846,0,32.2178541369808,1,1,73.49258473948942,Clear,Clear sky,2025-01-18 13:00:00
2527,0,-5.095870960787771,0,0,53.14549141893053,Clouds,Overcast clouds,2025-01-18 14:00:00
1668,1,14.41205685108891,1,0,28.794534267599246,Snow,Overcast clouds,2025-01-18 15:00:00
4100,1,-2.497566765300787,1,1,49.281958453282456,Snow,Overcast clouds,2025-01-18 16:00:00
2838,1,6.2337963445029985,0,1,29.994206977702266,Clear,Overcast clouds,2025-01-18 17:00:00
3598,0,26.867853869389982,0,1,59.608195523830595,Clouds,Clear sky,2025-01-18 18:00:00
4013,0,13.800906468438328,1,1,43.38439228552442,Clear,Light rain,2025-01-18 19:00:00
1166,0,8.794414257288466,1,1,16.440552907887874,Snow,Overcast clouds,2025-01-18 20:00:00
4480,1,9.723813928501766,0,1,11.658307455569672,Clear,Clear sky,2025-01-18 21:00:00
2544,1,12.97233842029933,0,1,54.66956820721302,Clouds,Light rain,2025-01-18 22:00:00
4207,0,29.250827191852842,0,1,90.24130332861034,Snow,Overcast clouds,2025-01-18 23:00:00
3473,1,34.60423444701172,0,0,34.395768655768556,Rain,Light rain,2025-01-19 00:00:00
4069,0,37.76673432519642,1,0,73.30001072226231,Snow,Light rain,2025-01-19 01:00:00
2646,0,29.345169312764753,1,0,65.8661354939767,Rain,Clear sky,2025-01-19 02:00:00
853,1,5.770344787400637,1,0,93.1554914309481,Clear,Light rain,2025-01-19 03:00:00
2182,0,24.406735304327107,1,0,82.09810172991409,Clear,Clear sky,2025-01-19 04:00:00
2874,1,11.880156202769598,0,0,56.660525890546296,Clouds,Overcast clouds,2025-01-19 05:00:00
2996,0,2.7335311023025586,0,1,65.70304982341074,Rain,Light rain,2025-01-19 06:00:00
4285,1,32.04357897129613,1,1,89.83864665840349,Clear,Light rain,2025-01-19 07:00:00
875,1,-8.07868255188375,1,0,39.95187845869348,Rain,Snow,2025-01-19 08:00:00
1725,1,35.08809960677117,1,0,32.679470585777736,Clear,Overcast clouds,2025-01-19 09:00:00
3169,0,13.073873231236707,1,1,1.081108363519634,Snow,Overcast clouds,2025-01-19 10:00:00
517,0,21.86007384041402,1,1,82.65510741914642,Clear,Snow,2025-01-19 11:00:00
214,1,22.967696110289133,1,1,80.0980700403365,Clouds,Snow,2025-01-19 12:00:00
716,1,34.75588703532682,1,0,10.445451810015138,Snow,Clear sky,2025-01-19 13:00:00
4074,0,21.833484108360366,1,1,57.68573811327003,Clouds,Clear sky,2025-01-19 14:00:00
3367,0,20.69667923800309,1,0,46.398169816688736,Snow,Light rain,2025-01-19 15:00:00
925,0,-6.667397971965502,0,0,11.870909550911147,Rain,Light rain,2025-01-19 16:00:00
1616,1,15.920401097260203,1,1,98.05682270607235,Clouds,Light rain,2025-01-19 17:00:00
3246,0,-2.4915499591479175,0,1,21.469588746335543,Clear,Light rain,2025-01-19 18:00:00
512,0,26.87168843607428,0,0,6.723418009056115,Rain,Clear sky,2025-01-19 19:00:00
828,1,15.611096040633726,1,1,59.48473795019096,Clear,Overcast clouds,2025-01-19 20:00:00
3448,0,24.011388960417662,1,1,73.88666771330327,Snow,Light rain,2025-01-19 21:00:00
2908,0,-7.9163549698807865,0,0,3.2443446047186963,Snow,Overcast clouds,2025-01-19 22:00:00
775,0,-5.760399197709839,0,1,65.87176387270222,Clear,Light rain,2025-01-19 23:00:00
3565,1,25.81616940313411,1,0,53.22918759514545,Clear,Snow,2025-01-20 00:00:00
2604,1,-6.395783200066331,0,0,10.326500887504842,Rain,Light rain,2025-01-20 01:00:00
3067,1,-6.43716361173707,1,1,17.252387694636205,Clear,Light rain,2025-01-20 02:00:00
2886,1,-9.394576238255627,1,0,56.79742973160805,Clouds,Light rain,2025-01-20 03:00:00
1222,1,37.82506991497401,1,0,29.63576135132884,Clouds,Clear sky,2025-01-20 04:00:00
4179,1,26.875417972950345,0,1,93.8315728651316,Clear,Snow,2025-01-20 05:00:00
1671,1,7.662570425103208,0,1,81.87402294840508,Clouds,Light rain,2025-01-20 06:00:00
2243,0,4.826779064382761,1,1,98.3567206513663,Clear,Light rain,2025-01-20 07:00:00
1787,0,7.485161487292476,0,0,25.967083895041398,Rain,Overcast clouds,2025-01-20 08:00:00
4232,1,28.732676559059094,0,0,96.9723632797977,Clouds,Snow,2025-01-20 09:00:00
3951,0,23.068530553520716,0,1,43.12338697915579,Clouds,Light rain,2025-01-20 10:00:00
3540,0,-0.7402216066266032,0,0,34.751879531375465,Clear,Overcast clouds,2025-01-20 11:00:00
3866,1,-1.2945332332957822,0,1,5.034952696935324,Clouds,Overcast clouds,2025-01-20 12:00:00
2426,0,-5.080217514330134,0,1,5.276525785960262,Snow,Clear sky,2025-01-20 13:00:00
3014,0,23.015135985066905,0,0,69.20112559466547,Rain,Overcast clouds,2025-01-20 14:00:00
4052,0,28.218633111086795,1,1,45.79289944340279,Rain,Light rain,2025-01-20 15:00:00
695,0,3.2523214162502008,0,0,22.65216260361057,Clouds,Clear sky,2025-01-20 16:00:00
828,0,-8.95275194845436,0,0,61.39703063252326,Clouds,Clear sky,2025-01-20 17:00:00
1465,1,-5.891416626178633,0,1,25.285811825011116,Snow,Light rain,2025-01-20 18:00:00
4592,1,38.39300174225152,0,0,57.76317543444226,Snow,Snow,2025-01-20 19:00:00
798,1,4.772238873871013,0,1,35.92087469826903,Clouds,Overcast clouds,2025-01-20 20:00:00
495,0,28.46115739190668,0,0,82.3552226611819,Clouds,Clear sky,2025-01-20 21:00:00
4271,1,21.23317844271319,0,0,82.06961607667793,Snow,Snow,2025-01-20 22:00:00
4460,0,9.096981982644795,0,0,47.73503981224013,Clear,Light rain,2025-01-20 23:00:00
2602,0,0.2843631097777557,1,1,35.08191093350156,Snow,Overcast clouds,2025-01-21 00:00:00
1919,0,-3.9306790920296786,0,0,36.25597965590946,Clear,Overcast clouds,2025-01-21 01:00:00
817,0,20.75064840194333,0,1,80.57145256682179,Rain,Clear sky,2025-01-21 02:00:00
2882,1,28.731689031889402,0,0,32.8179482797612,Rain,Overcast clouds,2025-01-21 03:00:00
3677,1,22.19521267705653,0,0,20.9059373706846,Snow,Overcast clouds,2025-01-21 04:00:00
243,0,16.515106662457917,1,1,8.468834187530682,Clear,Overcast clouds,2025-01-21 05:00:00
3240,1,-7.902438828418187,1,1,46.66931208844084,Snow,Overcast clouds,2025-01-21 06:00:00
4591,0,38.42443887971919,1,1,48.213209891984185,Snow,Light rain,2025-01-21 07:00:00
3038,1,29.935709582728727,1,1,84.09087104029072,Clear,Snow,2025-01-21 08:00:00
3736,1,4.641101835048238,1,1,22.123869644606398,Snow,Light rain,2025-01-21 09:00:00
3322,0,38.99851646794253,1,0,38.099127366839994,Rain,Light rain,2025-01-21 10:00:00
1267,1,20.094079481816106,1,0,80.8405738893691,Clouds,Clear sky,2025-01-21 11:00:00
2716,0,19.121132910362324,1,1,82.36236107489735,Clouds,Overcast clouds,2025-01-21 12:00:00
1162,1,27.403658971476602,1,0,38.46110759787682,Snow,Light rain,2025-01-21 13:00:00
2256,0,30.58848940450688,1,0,45.91240232866809,Clear,Overcast clouds,2025-01-21 14:00:00
3082,0,22.823930366575134,1,0,30.328589084928293,Clear,Light rain,2025-01-21 15:00:00
3394,1,-3.5952126816899987,1,1,93.2554878419312,Rain,Light rain,2025-01-21 16:00:00
4829,1,6.913375299724919,1,0,11.864376574158031,Clear,Clear sky,2025-01-21 17:00:00
1256,0,36.404182016302485,1,0,93.374942300147,Clear,Snow,2025-01-21 18:00:00
832,1,1.2307805921925965,1,0,68.38664518353433,Rain,Snow,2025-01-21 19:00:00
4430,1,8.608351191875666,1,1,53.15721526867312,Snow,Light rain,2025-01-21 20:00:00
4946,0,11.603844147209799,0,0,3.2659060784495875,Clouds,Clear sky,2025-01-21 21:00:00
1053,0,11.970249484722608,1,0,47.55961918220083,Rain,Overcast clouds,2025-01-21 22:00:00
2639,1,20.646979124726276,0,1,40.774810500273226,Snow,Overcast clouds,2025-01-21 23:00:00
3424,0,37.15379188723538,1,1,16.121881197512256,Rain,Light rain,2025-01-22 00:00:00
3401,0,2.034635591625248,1,0,65.6409603500657,Snow,Snow,2025-01-22 01:00:00
1642,0,-3.9249311849540973,0,0,97.11509073682858,Rain,Clear sky,2025-01-22 02:00:00
1291,1,-0.1264755070031338,1,1,56.218881106452514,Snow,Snow,2025-01-22 03:00:00
3093,1,34.34624501046348,0,1,71.47532764439458,Rain,Overcast clouds,2025-01-22 04:00:00
2781,0,22.290540632760298,0,1,6.845045256601678,Snow,Snow,2025-01-22 05:00:00
1317,1,4.295339461958006,0,1,41.76669958169947,Rain,Overcast clouds,2025-01-22 06:00:00
1640,0,30.797346948430864,1,1,11.635848516449588,Clouds,Clear sky,2025-01-22 07:00:00
3336,1,33.0684998181718,1,1,61.27958355365104,Clouds,Clear sky,2025-01-22 08:00:00
2486,0,32.3257169345139,1,1,93.84821582141547,Clear,Light rain,2025-01-22 09:00:00
3819,0,35.94632668197772,0,0,66.17777324716386,Snow,Light rain,2025-01-22 10:00:00
1488,1,2.612051008668079,0,1,7.680304831442153,Rain,Snow,2025-01-22 11:00:00
1956,0,27.752096437313917,1,1,35.466620498508284,Snow,Clear sky,2025-01-22 12:00:00
1465,1,13.026974863707,1,0,55.066337944085156,Clouds,Clear sky,2025-01-22 13:00:00
599,1,32.099927644503076,1,1,40.320775613325225,Snow,Light rain,2025-01-22 14:00:00
1780,0,26.424533858080657,1,1,83.36440104751723,Rain,Overcast clouds,2025-01-22 15:00:00
610,0,28.822372324986233,1,0,81.46710047099891,Snow,Snow,2025-01-22 16:00:00
4412,1,22.808091884053574,0,1,61.183102010322145,Rain,Snow,2025-01-22 17:00:00
1424,0,-1.1285615265146571,0,0,37.345794513270526,Clouds,Light rain,2025-01-22 18:00:00
1255,0,17.251345944846918,0,0,25.533637376324414,Clouds,Clear sky,2025-01-22 19:00:00
1927,0,39.23348697622541,1,0,10.587431821312931,Clouds,Light rain,2025-01-22 20:00:00
3241,0,36.869403324855945,0,0,35.4897683486554,Clear,Light rain,2025-01-22 21:00:00
3586,0,-7.8413132101494165,0,1,41.31725172077195,Clouds,Light rain,2025-01-22 22:00:00
1910,1,-1.7592592135281429,0,0,67.58229251040736,Snow,Light rain,2025-01-22 23:00:00
3023,1,-3.4135613272719043,0,0,65.81598242975734,Clear,Overcast clouds,2025-01-23 00:00:00
2314,0,26.298995499264777,0,1,7.0108139641256955,Clouds,Overcast clouds,2025-01-23 01:00:00
4286,0,30.889266492847256,1,0,39.525931543115775,Snow,Clear sky,2025-01-23 02:00:00
813,0,0.6755683155335959,0,0,18.177886721736193,Snow,Light rain,2025-01-23 03:00:00
3702,1,15.292634647591449,1,0,15.68127053168057,Snow,Overcast clouds,2025-01-23 04:00:00
4234,0,32.03515140056,1,0,82.73021497372459,Rain,Clear sky,2025-01-23 05:00:00
3622,1,26.64007723831253,1,1,4.191521671625753,Clear,Light rain,2025-01-23 06:00:00
4368,1,17.111860274592413,1,0,41.91828759021213,Snow,Snow,2025-01-23 07:00:00
4848,1,19.517384522938645,1,1,16.82036557665182,Rain,Overcast clouds,2025-01-23 08:00:00
4949,0,15.418027345813996,0,1,87.9330215678474,Clouds,Clear sky,2025-01-23 09:00:00
1343,1,4.877422565941028,0,0,55.704051327503514,Snow,Snow,2025-01-23 10:00:00
3809,0,18.251099642950805,1,0,23.1380636376848,Rain,Light rain,2025-01-23 11:00:00
1181,1,24.44426510250453,1,0,50.24272871663764,Snow,Light rain,2025-01-23 12:00:00
555,0,33.666145793040386,1,0,73.14863597031159,Clear,Light rain,2025-01-23 13:00:00
994,1,21.814567698962403,0,1,95.81180089194338,Clear,Overcast clouds,2025-01-23 14:00:00
1484,0,28.0560768521579,1,1,22.044600424541894,Clouds,Clear sky,2025-01-23 15:00:00
2058,1,-1.9964182522713507,0,1,88.61817721293451,Snow,Snow,2025-01-23 16:00:00
3172,0,13.077873720989494,1,0,93.43041141674902,Rain,Clear sky,2025-01-23 17:00:00
2096,0,-9.533419008645335,0,1,91.64205445320663,Clouds,Overcast clouds,2025-01-23 18:00:00
4385,0,2.3339432260811517,1,0,63.54143568619099,Snow,Clear sky,2025-01-23 19:00:00
604,0,26.32308575565024,0,0,62.982065443470766,Clouds,Overcast clouds,2025-01-23 20:00:00
1314,1,39.59049756746817,1,0,40.32106331838228,Rain,Light rain,2025-01-23 21:00:00
1631,1,-5.0410950206392044,0,0,75.23978823037879,Clouds,Snow,2025-01-23 22:00:00
3540,0,10.074715793064414,0,0,53.12940183509319,Clouds,Light rain,2025-01-23 23:00:00
923,1,30.003548434957978,0,1,67.74380712282945,Clouds,Clear sky,2025-01-24 00:00:00
1028,0,0.20178173144494238,0,1,42.84579038487954,Snow,Light rain,2025-01-24 01:00:00
233,0,17.75424746511431,0,0,73.14964640431391,Rain,Snow,2025-01-24 02:00:00
2205,1,26.65356480148374,0,1,82.4471517604549,Clear,Light rain,2025-01-24 03:00:00
3727,0,20.79927251300895,0,0,14.64362566028161,Snow,Snow,2025-01-24 04:00:00
4880,0,-0.5987632692291935,1,0,83.2929715574228,Clear,Snow,2025-01-24 05:00:00
1952,1,7.769228434286973,1,0,54.029653179030724,Clear,Light rain,2025-01-24 06:00:00
4275,0,29.18958922426986,1,1,84.46659090902243,Snow,Overcast clouds,2025-01-24 07:00:00
3033,0,17.71132570660083,1,0,43.13017063410146,Snow,Clear sky,2025-01-24 08:00:00
3384,0,-9.738519322854364,1,0,37.904048538303506,Rain,Overcast clouds,2025-01-24 09:00:00
4398,0,28.04953800140469,0,1,91.50607325172224,Rain,Overcast clouds,2025-01-24 10:00:00
2911,1,-8.234432252988046,0,1,25.11692675484013,Clouds,Light rain,2025-01-24 11:00:00
1350,1,27.286689136561606,0,1,84.42123252861431,Clear,Clear sky,2025-01-24 12:00:00
3612,1,0.12402800826187033,0,0,48.40205725094041,Rain,Clear sky,2025-01-24 13:00:00
1356,0,37.90367400596901,0,0,51.40954425512597,Clouds,Overcast clouds,2025-01-24 14:00:00
3476,0,8.397037565104224,1,1,30.8468281489484,Rain,Light rain,2025-01-24 15:00:00
3586,1,6.3465808169039555,1,0,57.30422006190157,Snow,Clear sky,2025-01-24 16:00:00
3684,0,-2.555597483377766,1,1,32.52111962762113,Rain,Overcast clouds,2025-01-24 17:00:00
1496,0,5.280210774510744,1,1,3.926941424165231,Clear,Clear sky,2025-01-24 18:00:00
3737,0,33.83253809141003,0,0,27.199860534435604,Rain,Light rain,2025-01-24 19:00:00
3430,0,39.81671688136237,0,0,0.6379043406590679,Clear,Light rain,2025-01-24 20:00:00
2803,1,8.415476525342417,0,1,97.83547870568566,Snow,Light rain,2025-01-24 21:00:00
570,1,12.430531547727128,1,1,96.57472098197475,Clear,Clear sky,2025-01-24 22:00:00
1453,1,26.10354691013685,0,1,39.5155297472305,Rain,Snow,2025-01-24 23:00:00
2883,0,34.30978902325373,1,1,72.8370854339646,Clouds,Clear sky,2025-01-25 00:00:00
